Rainfall,Temperature,pH,Crop
221.05825662803923,31.136807397679195,6.912484454312993,Corn
160.03812343490034,19.427766985176223,5.6626975612837995,Barley
80.5095587111947,38.51146460882286,5.669675428170384,Soybean
173.79422752781755,38.84821442506468,7.4732791570023505,Rice
58.5971302788046,37.871609755511216,6.24854159151224,Rice
277.3301005196955,24.25396750638611,6.241284294133782,Corn
114.69499540000423,15.386415413221686,7.125599134515005,Corn
215.6305710884955,38.20796406469313,7.394497154767717,Wheat
127.92776902235273,25.704603707932858,7.472002127645742,Soybean
180.0170052944527,39.16637047609174,7.006756370517883,Barley
186.67756983581992,39.09049942723132,6.252519171061832,Rice
96.21361388138176,36.325236386684,5.6670014333973375,Wheat
292.3961569411397,22.36122230173964,7.054293831854873,Wheat
243.78320584027864,24.62744321504813,6.61680849947161,Rice
284.87473539104724,36.27841678792142,6.348444018493953,Barley
273.70683760691225,22.923050128906944,7.312708770189472,Wheat
199.47499470277128,19.237318667152312,5.7223949646123025,Wheat
280.4685587557792,28.920031561458753,6.485250208581718,Soybean
72.12312551297987,38.40386935401952,5.522707289534838,Barley
98.9957156047863,32.400744916874324,6.437321283988252,Wheat
61.30682222763451,29.251529252234125,5.612606551363674,Barley
131.33258269081608,17.429412344269213,5.737635832536144,Rice
147.1693224223705,30.375180667479242,5.7350524935542095,Corn
117.83725794347397,39.75134625260658,6.798420604232128,Wheat
257.18437728798233,18.5021003809131,6.992089758530847,Soybean
139.18833167339733,27.958241309093417,6.666737530194319,Rice
120.23362742184518,36.93432679819888,7.424345096949084,Barley
185.67402078956212,33.51921544385511,6.249741159047408,Rice
85.23105624369066,32.4253935248817,6.071424172563722,Wheat
250.54924518850993,32.56210209967773,7.237198256378921,Barley
68.6376609199427,23.98727878049388,5.947191677038905,Corn
296.72173415012935,22.339796106612333,7.426445078881223,Rice
243.06119232416435,35.23402888696284,5.524308949379632,Wheat
99.6789203835431,35.25283486697952,7.439757653415278,Soybean
51.3805292809006,36.67680796450259,5.586319823901152,Barley
253.86535711370854,37.83101381391178,7.282286227396142,Rice
226.71433596190428,27.783559971523445,6.5554022181726,Rice
232.25179201024682,27.53790736717999,7.485929592238601,Corn
242.81758667148642,34.95737947416938,5.647593129470797,Corn
68.5111629335226,31.24909826944413,6.607708568802641,Soybean
139.61643213606817,32.54917193144259,7.438605071238198,Soybean
78.96726488128243,34.89481673590252,6.546195688340298,Wheat
265.7758564688984,37.250133545439155,6.758797276270525,Wheat
205.82453170688947,23.449878921288395,6.891497377969234,Soybean
132.7245062131623,24.389573815998602,6.4090821295355465,Soybean
65.88958757150591,17.349548496021725,6.755116160168127,Barley
127.74558042891555,29.45700352490435,6.6686286238462005,Corn
131.29583050668674,15.898556844918552,7.302316020981978,Wheat
232.40154458451602,26.639950453311506,5.590892760682916,Corn
209.38936783880328,28.566115867689415,6.06192637918446,Corn
271.8031856440816,22.163531303207108,7.4008229681531175,Soybean
168.05373129048732,29.770831514225268,7.280527567781832,Barley
79.89856148457542,15.762506248476235,6.411313505571426,Rice
228.31119680574875,15.933704718730361,6.740265195603073,Barley
240.19626215422437,35.56501401649146,6.054762365962265,Barley
190.31929939237406,24.00476603528157,5.876242319447522,Corn
242.74179498864024,18.17651281629712,6.427396809879964,Barley
173.4488990910977,28.05608150137011,6.206704456052106,Wheat
180.68320734549852,34.24983882746527,6.667312223701744,Corn
156.8852545896374,20.395525687421078,5.6554692739299695,Wheat
56.3547816860238,30.57226189547501,7.448789615332333,Rice
76.97285674832611,17.1336866248442,7.472421488959206,Corn
57.857296421683564,16.292043029215193,6.896323428039491,Rice
209.1026028159451,28.283865789203702,6.572192732688241,Corn
128.58899526908166,28.515878040252662,6.119055232572656,Soybean
177.1426727911757,30.935747537455164,7.127590039413898,Barley
276.89161848152327,33.15228334306654,6.869462345107759,Soybean
112.32305728721875,39.396301986563365,5.825233878689783,Rice
152.59573075890745,27.907508707529885,7.321854368987685,Barley
238.88778463576216,23.073911823531148,7.145074485846338,Corn
107.19954137290561,34.87965486921759,7.399599826583848,Barley
69.24497745719825,21.770806281551856,6.95143901677672,Wheat
122.43786322844201,25.9742855176409,6.72683039187158,Barley
90.30532181350111,16.961409533556647,6.336486072581238,Wheat
282.42441308564327,15.633768585386438,7.3654569667080265,Barley
252.03009489110423,39.06621036694813,7.232127779000817,Wheat
208.35093912760587,35.89950301280514,5.590437340212379,Rice
267.8651475469294,32.39935515234245,5.552733948994504,Soybean
250.91801922477862,25.223823610356746,6.252926733756099,Corn
96.64251472150896,19.332358001771144,7.121106661563665,Barley
273.13974962249443,18.91092606677715,7.474552258629889,Soybean
184.83556047891267,21.256072454114882,5.800833782207056,Corn
251.86003879101563,28.730666617653014,6.68826143070427,Corn
274.02282498087334,32.86489806750156,6.261781713262043,Wheat
129.50086874296596,31.504934417943282,7.439828795629206,Rice
77.51298113191919,21.99834742364857,7.184237846271417,Rice
106.98379063548542,38.87163201657985,7.176657409422276,Soybean
156.77694715656406,33.44742291739421,6.43738631958994,Rice
254.50369148062327,28.858851312785017,6.329639004675331,Barley
265.18264581408584,30.293018655858805,6.046814143861413,Rice
51.738032632797676,25.490001560694747,5.612750993301854,Soybean
177.68682564439143,21.193274737528938,7.229444752510107,Rice
154.35275078719474,23.89931696628154,7.125802018260155,Barley
105.52695261768255,33.94615276160923,7.499435346572261,Wheat
79.9663418334207,15.359837215743896,7.493273674147811,Soybean
134.403792850907,17.901816012672906,6.610863411205255,Wheat
285.72742597812976,16.15006605054382,7.037974830361021,Wheat
130.80073300518882,16.018220057974254,7.389531459764856,Wheat
179.6976554358415,36.38651460027518,7.199294781354823,Corn
225.75473972379447,32.591446484500594,5.994696203486395,Corn
140.9074005948235,26.85434572718313,6.401088270620187,Wheat
292.9455206802402,17.445854016275035,5.75831883030299,Soybean
290.6118237355278,27.29039687792081,7.408102054517444,Barley
112.94557395634104,26.836794269514144,6.71234926890176,Barley
174.31212647309636,19.33004674775038,5.957285611006926,Rice
125.21957745419242,25.846291230949326,6.843401368811714,Soybean
121.2101235943669,24.962618359934336,6.736256480915792,Corn
59.2217368386332,30.39625245130541,6.216325436065681,Wheat
202.39108349497423,30.877341271691094,5.727115184399258,Rice
175.66975580721538,16.132600244301113,6.843146391185599,Barley
62.86968781249734,24.36531536566178,6.540615401807587,Corn
119.66161605915286,30.646497892855912,7.044636783471279,Corn
277.06647149166344,27.578406464502194,6.540327002223987,Wheat
109.89047266674311,36.41224602970806,7.2043630006370805,Barley
86.22371802280577,31.467340790473624,6.603813677548971,Soybean
172.36319006939075,19.073360677035744,6.621875943070773,Corn
296.41261352765014,16.764218685010746,7.25330720531669,Wheat
110.51381787787511,31.06048195515789,6.3069657324247945,Soybean
218.03388685146965,15.662782763540545,5.768030456901282,Barley
240.4049038321794,29.64438953183658,5.557565352626678,Corn
109.4093859980999,38.50575603562394,7.010274511347238,Soybean
232.05408715296488,29.386854446896976,6.74061910270693,Soybean
141.9457831798133,24.70424815516305,6.908159536198447,Soybean
208.07645764839486,31.08220546105883,5.925928323017821,Corn
208.38242769022366,26.456322262287916,5.772742951173539,Corn
183.94367101868963,28.640419732898373,5.529089331335764,Rice
72.57244251360208,38.53662021941313,6.201175117613194,Barley
258.82562389730947,24.652565945019354,6.679835373709266,Wheat
130.19501624293395,39.029764095597855,6.284488090199464,Soybean
96.62962759996356,37.63376604890159,6.374949844047459,Rice
60.19378538869098,19.89477836973241,7.308317388987497,Wheat
197.72323579706045,16.734032521879136,6.196510934046601,Rice
219.3910904605706,17.519450034435668,6.527978978319622,Corn
54.14695723196404,15.455545641288744,7.067306025482286,Soybean
178.02326457482025,17.36107401889821,6.29308556464254,Wheat
106.6239437994845,32.07516933540892,6.744173400455747,Wheat
211.29319760236245,16.779716211505725,7.22472741749349,Wheat
93.59160725124786,22.974390757344032,7.399041247315284,Wheat
222.73443452561648,36.12188277423637,5.794146961858075,Wheat
146.68383657513436,15.581798393395646,7.353175250322989,Rice
284.1824971841836,35.36171206472339,6.484232586159076,Soybean
84.3802360364983,22.046369369334997,6.0164887765979165,Corn
135.26658776256463,17.954120690541405,6.418271512476522,Corn
78.36838031014727,32.41842913410377,7.460065150570954,Corn
281.1734045696407,30.7235711694971,6.485236187985739,Corn
269.33483834524526,36.936800338176326,6.157503220575016,Rice
114.4854069287889,33.37677609509714,6.7668017086334515,Barley
214.99601150854477,35.08702325962122,5.980291237556386,Soybean
254.30555005030396,22.050864314282663,5.651726656217328,Wheat
188.80020289986558,19.43598859449307,5.757759443821298,Barley
182.41264458900162,33.76536879102146,5.756091677915545,Corn
110.46307272511292,35.1708684816816,5.803805387024589,Barley
73.2756919514748,39.76262855001683,5.777654345298821,Soybean
274.3039394883317,25.315441922785663,6.78174948960643,Wheat
275.10451429083264,24.30045214481958,5.86376016879829,Wheat
208.27536431831697,34.41032401854992,6.191334566647726,Soybean
134.75744776217516,23.520088506325447,7.293576819812023,Soybean
137.3023936531652,38.26893314008912,6.447923280525744,Corn
231.48891971755984,36.4603187960753,6.835115477042054,Wheat
274.27756498814426,25.72485068437546,5.84463974240326,Barley
271.77160606627933,33.771776694787434,5.8845780376173416,Rice
244.96888646440595,33.86357185211706,5.581737232532958,Rice
